FileName,StartTime,UnixTime,Duration(sec),C_HG(fF),Ctau(ns),DAC,IDC0,IDC1,IDC2,IDC3,IDC4,IDC5,IDC6,IDC7,IDC8,IDC9,IDC10,IDC11,IDC12,IDC13,IDC14,IDC15
data/run_20250407_031602.dat,2025-04-07 03:16:02,1744010162,60,200,150,700,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480
